STATION_ID,variable,min,mean,median,max
2-CHK026.94,NITROGEN_TOTAL,0.49,0.7269047619047619,0.69,1.12
2-CHK029.54,NITROGEN_TOTAL,0.38,0.677,0.63,1.08
2-DSC005.91,NITROGEN_TOTAL,0.39666666666666667,0.5994017094017094,0.59,0.88
2-DSC007.09,NITROGEN_TOTAL,0.42,0.6187179487179487,0.6,0.84
2-DYC000.19,NITROGEN_TOTAL,0.34,0.590925925925926,0.5700000000000001,0.85
2-HOL001.05,NITROGEN_TOTAL,0.2,0.38704761904761903,0.35,0.68
2-JCB000.80,NITROGEN_TOTAL,0.3,0.44214285714285717,0.43,0.8
2-JKS044.60,NITROGEN_TOTAL,0.16,0.2874074074074074,0.29000000000000004,0.56
2-JKS046.40,NITROGEN_TOTAL,0.15,0.26796296296296296,0.26,0.515
2-JKS048.90,NITROGEN_TOTAL,0.15,0.2684259259259259,0.265,0.54
2-JKS053.48,NITROGEN_TOTAL,0.15,0.33358490566037735,0.33,0.6
2-LCN000.20,NITROGEN_TOTAL,0.48,0.733,0.715,1.05
2-LDJ000.62,NITROGEN_TOTAL,0.4,0.6397619047619048,0.62,1.04
2-LHR001.76,NITROGEN_TOTAL,0.24333333333333337,0.505632183908046,0.43,0.9
2-LHR002.56,NITROGEN_TOTAL,0.32,0.5233333333333333,0.44,0.98
2-LMD000.02,NITROGEN_TOTAL,0.4,0.623063063063063,0.64,0.96
2-LMD001.41,NITROGEN_TOTAL,0.43333333333333335,0.6679279279279279,0.64,0.91
2-LPR000.02,NITROGEN_TOTAL,0.23333333333333336,0.4853921568627451,0.495,0.72
2-LSL000.04,NITROGEN_TOTAL,0.31333333333333335,0.6506481481481482,0.64,1.34
2-LSL000.16,NITROGEN_TOTAL,0.26,0.3485185185185185,0.33,0.57
2-LSL000.20,NITROGEN_TOTAL,0.29,0.5047058823529412,0.42,1.52
2-LTL001.20,NITROGEN_TOTAL,0.27,0.355,0.35,0.47
2-LTL001.60,NITROGEN_TOTAL,0.26,0.3532142857142857,0.35,0.44
2-LTL002.46,NITROGEN_TOTAL,0.25,0.35102564102564104,0.34,0.71
2-MBN000.96,NITROGEN_TOTAL,0.3566666666666667,0.6138271604938271,0.595,1.01
2-MIN000.98,NITROGEN_TOTAL,0.36,0.7405555555555555,0.72,1.15
2-MNR014.50,NITROGEN_TOTAL,0.1,0.2410344827586207,0.21,0.55
2-NWB002.93,NITROGEN_TOTAL,0.28,0.503235294117647,0.47,0.75
2-NWB004.67,NITROGEN_TOTAL,0.33,0.49911764705882355,0.47,0.71
2-NWB006.06,NITROGEN_TOTAL,0.34,0.4973529411764706,0.46499999999999997,0.69
2-NWB007.04,NITROGEN_TOTAL,0.29,0.53125,0.535,0.77
2-PKC001.84,NITROGEN_TOTAL,0.33,0.6717171717171717,0.64,1.23
2-POL017.59,NITROGEN_TOTAL,0.1,0.3383333333333333,0.32,0.79
2-RRS003.59,NITROGEN_TOTAL,0.27,0.42775,0.39,0.91
2-RRS005.62,NITROGEN_TOTAL,0.28,0.4891666666666667,0.455,1.01
2-SDY004.27,NITROGEN_TOTAL,0.3566666666666667,0.596358024691358,0.59,0.91
2-SDY005.85,NITROGEN_TOTAL,0.45,0.6052830188679246,0.59,0.91
2-SFT031.08,NITROGEN_TOTAL,0.36,0.6194444444444445,0.615,0.93
2-SFT033.42,NITROGEN_TOTAL,0.37,0.5941666666666666,0.59,0.83
2-SFT034.38,NITROGEN_TOTAL,0.26,0.6125,0.6,0.86
2-SHS001.00,NITROGEN_TOTAL,0.44,0.889,0.865,1.69
2-SIN000.44,NITROGEN_TOTAL,0.36,0.7377011494252873,0.63,1.7
2-SPE000.17,NITROGEN_TOTAL,0.54,0.8049166666666667,0.805,1.18
2-SPE001.18,NITROGEN_TOTAL,0.56,0.9125,0.855,1.79
2-STG000.21,NITROGEN_TOTAL,0.46,0.6989655172413793,0.62,1.13
2-STG000.91,NITROGEN_TOTAL,0.44,0.6910000000000001,0.68,1.06
2-TOT001.01,NITROGEN_TOTAL,0.52,0.839,0.835,1.27
2-TRH000.40,NITROGEN_TOTAL,0.3,0.7054166666666667,0.67,1.44
2-XLU000.10,NITROGEN_TOTAL,0.44,0.8443518518518519,0.785,1.51
2-XLV002.27,NITROGEN_TOTAL,0.13,0.2493103448275862,0.21,0.56
2-XLW000.60,NITROGEN_TOTAL,0.36,0.6574074074074074,0.615,1.49
3-HNT000.92,NITROGEN_TOTAL,0.31,0.42683333333333334,0.4125,0.62
3-MOT000.39,NITROGEN_TOTAL,0.24,0.4068888888888889,0.33,1.05
3-MOT001.19,NITROGEN_TOTAL,0.24,0.3864,0.31,0.89
3-MTN024.05,NITROGEN_TOTAL,0.53,0.8417857142857142,0.815,1.44
3-MTN028.68,NITROGEN_TOTAL,0.41,0.6145714285714285,0.59,0.88
4ABAU005.34,NITROGEN_TOTAL,0.22,0.6272619047619048,0.385,2.005
4ABSA000.62,NITROGEN_TOTAL,0.22,0.41977477477477476,0.43500000000000005,0.7050000000000001
4ABWR002.50,NITROGEN_TOTAL,0.22,0.43008928571428573,0.455,0.71
4ABWR010.55,NITROGEN_TOTAL,0.27,0.4995089285714286,0.5125,0.765
4ABWR017.42,NITROGEN_TOTAL,0.3,0.5888392857142857,0.56,1.83
4ACCK001.80,NITROGEN_TOTAL,0.2,0.4426086956521739,0.45,0.685
4ACOA000.60,NITROGEN_TOTAL,0.21,0.4390625,0.4475,1.095
4ACRR008.32,NITROGEN_TOTAL,0.16333333333333333,0.4727777777777778,0.445,1.47
4ACRV006.19,NITROGEN_TOTAL,0.14,0.30291666666666667,0.2875,0.625
4ADAN187.94,NITROGEN_TOTAL,0.645,0.9561111111111111,0.8775,2.66
4ADAN194.10,NITROGEN_TOTAL,0.47,0.6281666666666667,0.5900000000000001,0.85
4AGIL002.39,NITROGEN_TOTAL,0.02,0.4358482142857143,0.44499999999999995,0.92
4AGOB003.86,NITROGEN_TOTAL,0.13,0.41058823529411764,0.3275,1.245
4AHTA003.26,NITROGEN_TOTAL,0.28,0.5363333333333333,0.5,0.93
4ARFK000.20,NITROGEN_TOTAL,0.25333333333333335,0.6383809523809524,0.55,1.65
4AROA000.00,NITROGEN_TOTAL,0.24666666666666665,0.42220512820512823,0.42,0.83
4AROA004.54,NITROGEN_TOTAL,0.26666666666666666,0.42405128205128206,0.41,0.7
4AROA008.66,NITROGEN_TOTAL,0.28,0.456,0.43,1.11
4AROA018.36,NITROGEN_TOTAL,0.15666666666666668,0.3297354497354497,0.29,0.76
4AROA022.52,NITROGEN_TOTAL,0.23,0.32222222222222224,0.3,0.53
4AROA028.04,NITROGEN_TOTAL,0.21,0.3326984126984127,0.32,0.58
4AROA032.42,NITROGEN_TOTAL,0.20333333333333337,0.38116402116402115,0.36,0.69
4AROA038.49,NITROGEN_TOTAL,0.29,0.46352657004830916,0.43,0.92
4AROA043.14,NITROGEN_TOTAL,0.3,0.512016129032258,0.48,0.86
4AROA140.66,NITROGEN_TOTAL,0.23,0.43050228310502286,0.4166666666666667,0.655
4AROA145.34,NITROGEN_TOTAL,0.26,0.4546846846846847,0.455,0.67
4AROA158.22,NITROGEN_TOTAL,0.23,0.45418103448275865,0.4725,0.6950000000000001
4AROA163.76,NITROGEN_TOTAL,0.225,0.46625,0.4725,0.77
4AROA167.34,NITROGEN_TOTAL,0.2,0.5105603448275862,0.5299999999999999,0.925
4AROA175.63,NITROGEN_TOTAL,0.31,0.6777731092436975,0.625,1.275
4AROA180.21,NITROGEN_TOTAL,0.34,0.7550423728813559,0.715,1.385
4AROA183.64,NITROGEN_TOTAL,0.4,0.8494491525423729,0.8200000000000001,1.5
4AROA192.55,NITROGEN_TOTAL,1.1,1.9525925925925927,1.82,3.64
4AROA192.94,NITROGEN_TOTAL,0.98,1.9125210084033613,1.77,3.66
4AROA196.05,NITROGEN_TOTAL,1.09,2.2133663366336633,2.02,5.21
4ASRE046.90,NITROGEN_TOTAL,0.13,0.23359649122807016,0.22500000000000003,0.945
4ASRE048.98,NITROGEN_TOTAL,0.14,0.2249107142857143,0.23249999999999998,0.505
4ASRE052.31,NITROGEN_TOTAL,0.17,0.2965853658536585,0.27999999999999997,0.54
4ASRE056.06,NITROGEN_TOTAL,0.15,0.2866666666666667,0.27,0.7150000000000001
4ASRN005.14,NITROGEN_TOTAL,0.18,0.7173809523809523,0.755,1.09
4AWTH000.40,NITROGEN_TOTAL,0.24,0.45379310344827584,0.4575,0.6599999999999999
5AGTC009.94,NITROGEN_TOTAL,0.28,0.5166666666666667,0.53,0.78
5ALTD005.10,NITROGEN_TOTAL,0.4666666666666667,0.8112962962962963,0.78,1.17
5ANTW127.14,NITROGEN_TOTAL,0.32666666666666666,0.5773873873873874,0.58,0.91
5ARDC007.30,NITROGEN_TOTAL,0.59,0.975,0.9299999999999999,1.76
6APNK001.26,NITROGEN_TOTAL,0.1,0.1825,0.16,0.52
6APNR001.82,NITROGEN_TOTAL,0.16,0.304,0.27,0.63
6BPWL024.64,NITROGEN_TOTAL,0.106,0.3025333333333333,0.22,0.76
6BXAR000.69,NITROGEN_TOTAL,0.14,0.224,0.22,0.48
6CBRU010.91,NITROGEN_TOTAL,0.15,0.22166666666666668,0.22,0.29
6CLAU001.84,NITROGEN_TOTAL,0.18,0.2525,0.23,0.47
7-LAS000.06,NITROGEN_TOTAL,0.83,1.6361764705882353,1.7,2.62
7-LAS001.03,NITROGEN_TOTAL,0.99,1.6151515151515152,1.65,2.55
7-LAW000.04,NITROGEN_TOTAL,0.86,1.35,1.395,1.91
7-LAW001.24,NITROGEN_TOTAL,0.6900000000000001,1.4673076923076922,1.4849999999999999,2.12
7-LTR000.04,NITROGEN_TOTAL,0.95,1.8521052631578947,1.835,2.55
7-LTR000.95,NITROGEN_TOTAL,1.17,1.8891228070175439,1.855,2.67
7-POQ005.72,NITROGEN_TOTAL,0.25333333333333335,0.47555555555555556,0.475,0.75
7-POQ006.84,NITROGEN_TOTAL,0.32,0.4878888888888889,0.51,0.65
8-CLC003.48,NITROGEN_TOTAL,0.4,0.5986206896551725,0.6,0.97
8-COL000.99,NITROGEN_TOTAL,0.33,0.439,0.435,0.71
8-ELK005.45,NITROGEN_TOTAL,0.31,0.4096296296296296,0.39,0.65
8-FRC000.68,NITROGEN_TOTAL,0.3,0.39944444444444444,0.405,0.48
8-NAR034.92,NITROGEN_TOTAL,0.31,0.41385245901639345,0.41,0.585
8-NAR043.00,NITROGEN_TOTAL,0.33,0.407421875,0.4,0.51
8-NAR044.68,NITROGEN_TOTAL,0.33,0.42191666666666666,0.42,0.5225
8-NAR047.69,NITROGEN_TOTAL,0.295,0.39391509433962263,0.3825,0.84
8-NAR050.90,NITROGEN_TOTAL,0.32,0.3920588235294118,0.39125,0.485
8-NAR054.17,NITROGEN_TOTAL,0.38,0.5832971014492754,0.54,1.185
8-NAR058.01,NITROGEN_TOTAL,0.445,1.0459615384615384,1.02,1.76
8-NAR058.53,NITROGEN_TOTAL,0.54,1.0244117647058824,1.0350000000000001,1.67
8-NIR012.99,NITROGEN_TOTAL,0.36,0.5520833333333334,0.54,0.8
8-PLT001.34,NITROGEN_TOTAL,0.41,0.5476666666666666,0.495,1.83
8-PMC002.13,NITROGEN_TOTAL,0.34,0.4531746031746032,0.45,0.65
8-PMC003.18,NITROGEN_TOTAL,0.415,0.590949074074074,0.58,1.01
8-PMC007.15,NITROGEN_TOTAL,0.55,0.8552692307692308,0.84,1.31
8-PMC008.60,NITROGEN_TOTAL,0.56,1.3596969696969696,1.38,2.09
8-QEN007.02,NITROGEN_TOTAL,0.15666666666666668,0.2985057471264368,0.28,0.54
8-QEN007.22,NITROGEN_TOTAL,0.19,0.30689655172413793,0.29,0.5
8-QEN007.65,NITROGEN_TOTAL,0.22,0.31482758620689655,0.29,0.53
8-QEN008.58,NITROGEN_TOTAL,0.26,0.42142857142857143,0.435,0.62
8-TRY001.39,NITROGEN_TOTAL,0.435,0.7678,0.765,1.11
9-NEW087.14,NITROGEN_TOTAL,0.31,0.7058974358974359,0.72,1.175
9-NEW089.34,NITROGEN_TOTAL,0.32,0.6736324786324787,0.675,1.12
9-NEW092.66,NITROGEN_TOTAL,0.27,0.7315948275862069,0.7275,1.235
9-NEW098.32,NITROGEN_TOTAL,0.29333333333333333,0.6983536585365854,0.6825000000000001,1.09
9-PKC000.00,NITROGEN_TOTAL,0.375,0.653448275862069,0.66,1.14
9-PKC004.16,NITROGEN_TOTAL,0.35,0.6012931034482759,0.56,1.51
9-PKC016.91,NITROGEN_TOTAL,0.2,0.31779411764705884,0.2775,1.18
9-PKC017.71,NITROGEN_TOTAL,0.18,0.2622058823529412,0.25,0.56
9-XBL000.20,NITROGEN_TOTAL,0.44,0.65625,0.64,0.93
1AAUA012.15,PHOSPHORUS_TOTAL,0,0.014166666666666668,0.01,0.03
1ALOH007.93,PHOSPHORUS_TOTAL,0.02,0.033095238095238094,0.03,0.1
1APOM013.02,PHOSPHORUS_TOTAL,0.01,0.016764705882352942,0.02,0.03
1BCLS003.60,PHOSPHORUS_TOTAL,0,0.006,0.01,0.01
1BCNG003.13,PHOSPHORUS_TOTAL,0.01,0.02062015503875969,0.02,0.06
1BCRO009.19,PHOSPHORUS_TOTAL,0.01,0.014285714285714285,0.01,0.03
1BCRO009.79,PHOSPHORUS_TOTAL,0.01,0.014404761904761905,0.01,0.03
1BNTH043.48,PHOSPHORUS_TOTAL,0,0.008857142857142857,0.01,0.02
1BNTH045.36,PHOSPHORUS_TOTAL,0,0.007560975609756097,0.01,0.02
1BSKD003.18,PHOSPHORUS_TOTAL,0,0.0085,0.01,0.02
1BSTY023.05,PHOSPHORUS_TOTAL,0.01,0.013666666666666667,0.01,0.03
1BXCE000.63,PHOSPHORUS_TOTAL,0.01,0.017976190476190475,0.02,0.05
1BXEF000.23,PHOSPHORUS_TOTAL,0.01,0.014285714285714285,0.01,0.03
2-APP020.23,PHOSPHORUS_TOTAL,0.01,0.03163333333333333,0.03,0.08
2-APP023.27,PHOSPHORUS_TOTAL,0.02,0.11549019607843138,0.03,4
2-APP026.67,PHOSPHORUS_TOTAL,0.02,0.05134615384615385,0.05,0.1
2-APP028.58,PHOSPHORUS_TOTAL,0.03,0.060810810810810814,0.06,0.1
2-BRI010.78,PHOSPHORUS_TOTAL,0.01,0.017232704402515724,0.02,0.03
2-BRI013.12,PHOSPHORUS_TOTAL,0.01,0.020566037735849058,0.02,0.04
2-BVR002.19,PHOSPHORUS_TOTAL,0.01,0.018666666666666668,0.02,0.05
2-CFK004.34,PHOSPHORUS_TOTAL,0.01,0.04865248226950355,0.04,0.11
2-CHK025.15,PHOSPHORUS_TOTAL,0.02333333333333333,0.06472222222222222,0.06,0.12
2-CHK026.94,PHOSPHORUS_TOTAL,0.03,0.07145833333333333,0.07,0.13
2-CHK029.54,PHOSPHORUS_TOTAL,0.03,0.07971428571428571,0.08,0.14
2-DSC005.91,PHOSPHORUS_TOTAL,0.01,0.02837037037037037,0.03,0.05
2-DSC007.09,PHOSPHORUS_TOTAL,0.02,0.03568181818181818,0.03,0.08
2-DYC000.19,PHOSPHORUS_TOTAL,0.01,0.03,0.03,0.05
2-FAC003.85,PHOSPHORUS_TOTAL,0.02,0.04181818181818182,0.04,0.11
2-HOL001.05,PHOSPHORUS_TOTAL,0.01,0.01638095238095238,0.02,0.03
2-JCB000.80,PHOSPHORUS_TOTAL,0.01,0.01880952380952381,0.02,0.06
2-JKS044.60,PHOSPHORUS_TOTAL,0,0.01274074074074074,0.01,0.055
2-JKS046.40,PHOSPHORUS_TOTAL,0,0.011851851851851851,0.01,0.045
2-JKS048.90,PHOSPHORUS_TOTAL,0,0.013895131086142322,0.01,0.06
2-JKS053.48,PHOSPHORUS_TOTAL,0.01,0.028909465020576133,0.02,0.36
2-LCN000.20,PHOSPHORUS_TOTAL,0.01,0.03652482269503546,0.035,0.07
2-LDJ000.62,PHOSPHORUS_TOTAL,0.01,0.02468253968253968,0.02,0.04
2-LHR001.76,PHOSPHORUS_TOTAL,0.00666666666666666,0.029095238095238094,0.03,0.07
2-LHR002.56,PHOSPHORUS_TOTAL,0.01,0.029047619047619048,0.03,0.06
2-LMD000.02,PHOSPHORUS_TOTAL,0.01666666666666666,0.03926356589147287,0.04,0.09
2-LMD001.41,PHOSPHORUS_TOTAL,0.02,0.038875968992248065,0.04,0.07
2-LPR000.02,PHOSPHORUS_TOTAL,0.01,0.030291666666666668,0.03,0.05
2-LSL000.04,PHOSPHORUS_TOTAL,0.03,0.09842592592592593,0.1,0.18
2-LSL000.16,PHOSPHORUS_TOTAL,0.01,0.020416666666666666,0.02,0.03
2-LSL000.20,PHOSPHORUS_TOTAL,0.02,0.03911764705882353,0.03,0.09
2-LTL001.20,PHOSPHORUS_TOTAL,0,0.0105,0.01,0.02
2-LTL001.60,PHOSPHORUS_TOTAL,0.01,0.011785714285714287,0.01,0.02
2-LTL002.46,PHOSPHORUS_TOTAL,0,0.01,0.01,0.02
2-MBN000.96,PHOSPHORUS_TOTAL,0.01333333333333333,0.025802469135802468,0.03,0.06
2-MIN000.98,PHOSPHORUS_TOTAL,0.01,0.03,0.025,0.08
2-MNR014.50,PHOSPHORUS_TOTAL,0,0.013137254901960785,0.01,0.03
2-NWB002.93,PHOSPHORUS_TOTAL,0.01,0.02975,0.03,0.08
2-NWB004.67,PHOSPHORUS_TOTAL,0.01,0.02725,0.03,0.05
2-NWB006.06,PHOSPHORUS_TOTAL,0.01,0.027,0.03,0.05
2-NWB007.04,PHOSPHORUS_TOTAL,0.01,0.022549019607843137,0.02,0.06
2-PKC001.84,PHOSPHORUS_TOTAL,0.02,0.05386178861788618,0.04,0.2
2-POL017.59,PHOSPHORUS_TOTAL,0,0.015045045045045046,0.01,0.05
2-RRS003.59,PHOSPHORUS_TOTAL,0.01,0.024444444444444446,0.02,0.07
2-RRS005.62,PHOSPHORUS_TOTAL,0.01,0.08142857142857143,0.03,2
2-SDY004.27,PHOSPHORUS_TOTAL,0.01,0.026352201257861634,0.03,0.04
2-SDY005.85,PHOSPHORUS_TOTAL,0.01,0.027547169811320753,0.03,0.06
2-SFT031.08,PHOSPHORUS_TOTAL,0.01,0.02880952380952381,0.03,0.05
2-SFT033.42,PHOSPHORUS_TOTAL,0.01,0.029285714285714286,0.03,0.06
2-SFT034.38,PHOSPHORUS_TOTAL,0.01,0.034999999999999996,0.03,0.06
2-SHS001.00,PHOSPHORUS_TOTAL,0.02,0.0530952380952381,0.045,0.19
2-SIN000.44,PHOSPHORUS_TOTAL,0.01,0.031142857142857142,0.03,0.06
2-SPE000.17,PHOSPHORUS_TOTAL,0.03,0.04977777777777778,0.04,0.25
2-SPE001.18,PHOSPHORUS_TOTAL,0.04,0.064,0.057499999999999996,0.19
2-STG000.21,PHOSPHORUS_TOTAL,0.02,0.04551724137931035,0.03,0.15
2-STG000.91,PHOSPHORUS_TOTAL,0.03,0.043000000000000003,0.04,0.06
2-TOT001.01,PHOSPHORUS_TOTAL,0.01,0.0473015873015873,0.04,0.1
2-TRH000.40,PHOSPHORUS_TOTAL,0.02,0.045714285714285714,0.04,0.17
2-WLN007.36,PHOSPHORUS_TOTAL,0,0.010555555555555556,0.01,0.03
2-XDD000.40,PHOSPHORUS_TOTAL,0.05,0.36675,0.23,5.2
2-XLU000.10,PHOSPHORUS_TOTAL,0.01,0.036349206349206346,0.035,0.11
2-XLV002.27,PHOSPHORUS_TOTAL,0,0.00896551724137931,0.01,0.03
2-XLW000.60,PHOSPHORUS_TOTAL,0.01,0.021203703703703704,0.02,0.05
2-XMW000.72,PHOSPHORUS_TOTAL,0,0.014,0.01,0.03
3-HNT000.92,PHOSPHORUS_TOTAL,0,0.011818181818181818,0.01,0.02
3-MOT000.39,PHOSPHORUS_TOTAL,0,0.013191489361702127,0.01,0.04
3-MOT001.19,PHOSPHORUS_TOTAL,0.01,0.0124,0.01,0.03
3-MTN024.05,PHOSPHORUS_TOTAL,0.02,0.044062500000000004,0.04,0.1
3-MTN028.68,PHOSPHORUS_TOTAL,0.02,0.03205128205128205,0.03,0.06
4ABAN012.46,PHOSPHORUS_TOTAL,0.01,0.03833333333333334,0.04,0.11
4ABAU005.34,PHOSPHORUS_TOTAL,0,0.01972222222222222,0.015,0.045
4ABSA000.62,PHOSPHORUS_TOTAL,0,0.015054112554112554,0.01,0.1
4ABWR002.50,PHOSPHORUS_TOTAL,0,0.01858974358974359,0.01,0.3566666666666667
4ABWR010.55,PHOSPHORUS_TOTAL,0,0.027305719921104536,0.02,0.2
4ABWR017.42,PHOSPHORUS_TOTAL,0.02,0.045375,0.04,0.28
4ACCK001.80,PHOSPHORUS_TOTAL,0,0.033013245033112586,0.01,2.875
4ACOA000.60,PHOSPHORUS_TOTAL,0,0.01792763157894737,0.01,0.3466666666666667
4ACRR008.32,PHOSPHORUS_TOTAL,0.00666666666666666,0.03260869565217391,0.02,0.3
4ACRV006.19,PHOSPHORUS_TOTAL,0,0.016231884057971015,0.015,0.045
4ADAN187.94,PHOSPHORUS_TOTAL,0.01,0.02652777777777778,0.025,0.06
4ADAN194.10,PHOSPHORUS_TOTAL,0,0.013666666666666667,0.0125,0.045
4AGIL002.39,PHOSPHORUS_TOTAL,0.005,0.029787878787878787,0.02,0.1366666666666667
4AGOB003.86,PHOSPHORUS_TOTAL,0,0.030416666666666668,0.02,0.35500000000000004
4AHTA003.26,PHOSPHORUS_TOTAL,0.02,0.03677777777777778,0.03,0.11
4ARFK000.20,PHOSPHORUS_TOTAL,0.01,0.035666666666666666,0.02,0.24
4AROA000.00,PHOSPHORUS_TOTAL,0.01,0.019577464788732395,0.02,0.05
4AROA004.54,PHOSPHORUS_TOTAL,0,0.02061032863849765,0.02,0.06
4AROA008.66,PHOSPHORUS_TOTAL,0,0.01971830985915493,0.02,0.05
4AROA018.36,PHOSPHORUS_TOTAL,0,0.013285024154589372,0.01,0.04
4AROA022.52,PHOSPHORUS_TOTAL,0,0.013623188405797102,0.01,0.05
4AROA028.04,PHOSPHORUS_TOTAL,0.01,0.01608695652173913,0.02,0.05
4AROA032.42,PHOSPHORUS_TOTAL,0.01,0.020483091787439612,0.02,0.06
4AROA038.49,PHOSPHORUS_TOTAL,0.01,0.03380952380952381,0.03,0.14
4AROA043.14,PHOSPHORUS_TOTAL,0.02,0.04330882352941177,0.04,0.17
4AROA140.66,PHOSPHORUS_TOTAL,0,0.01643478260869565,0.015,0.04333333333333333
4AROA145.34,PHOSPHORUS_TOTAL,0,0.019292035398230087,0.02,0.06
4AROA153.59,PHOSPHORUS_TOTAL,0.01,0.021111111111111112,0.02,0.05
4AROA158.22,PHOSPHORUS_TOTAL,0,0.016937751004016066,0.01,0.4
4AROA163.76,PHOSPHORUS_TOTAL,0,0.014607843137254902,0.01,0.1
4AROA167.34,PHOSPHORUS_TOTAL,0,0.017125,0.01,0.125
4AROA175.63,PHOSPHORUS_TOTAL,0.01,0.026527938342967246,0.02,0.115
4AROA180.21,PHOSPHORUS_TOTAL,0.01,0.032911522633744854,0.025,0.1
4AROA183.64,PHOSPHORUS_TOTAL,0.01,0.033694605009633914,0.03,0.115
4AROA192.55,PHOSPHORUS_TOTAL,0.02,0.0996875,0.1,1
4AROA192.94,PHOSPHORUS_TOTAL,0.015,0.04818363273453094,0.04,0.19
4AROA196.05,PHOSPHORUS_TOTAL,0.02,0.05259615384615385,0.04,0.35
4ASRE046.90,PHOSPHORUS_TOTAL,0,0.016117424242424242,0.01,0.1
4ASRE048.98,PHOSPHORUS_TOTAL,0,0.014678030303030304,0.01,0.07
4ASRE052.31,PHOSPHORUS_TOTAL,0,0.01681159420289855,0.015,0.055
4ASRE056.06,PHOSPHORUS_TOTAL,0.005,0.02308080808080808,0.015,0.1
4ASRN005.14,PHOSPHORUS_TOTAL,0.02,0.03673913043478261,0.04,0.06
4AWTH000.40,PHOSPHORUS_TOTAL,0,0.01462962962962963,0.01,0.1
5AGTC009.94,PHOSPHORUS_TOTAL,0.01,0.025555555555555557,0.02,0.06
5ALTD005.10,PHOSPHORUS_TOTAL,0.02,0.05028571428571429,0.05,0.09
5ANTW127.14,PHOSPHORUS_TOTAL,0.03,0.05195121951219512,0.05,0.09
5ARDC007.30,PHOSPHORUS_TOTAL,0.01,0.06793650793650793,0.05,0.64
5ASRN000.66,PHOSPHORUS_TOTAL,0.05,0.8016981132075471,0.38,5.28
6ACNR000.00,PHOSPHORUS_TOTAL,0.01,0.15758620689655173,0.1,3.8
6APNK001.26,PHOSPHORUS_TOTAL,0,0.010333333333333333,0.01,0.03
6APNR001.82,PHOSPHORUS_TOTAL,0.01,0.011944444444444445,0.01,0.02
6APNR008.15,PHOSPHORUS_TOTAL,0.01,0.10810344827586207,0.1,0.3
6BPWL024.64,PHOSPHORUS_TOTAL,0,0.013,0.01,0.03
6BXAR000.69,PHOSPHORUS_TOTAL,0,0.011888888888888888,0.01,0.06
6CBRU010.91,PHOSPHORUS_TOTAL,0,0.009583333333333334,0.01,0.02
6CHUN004.76,PHOSPHORUS_TOTAL,0,0.011666666666666667,0.01,0.02
6CLAU001.84,PHOSPHORUS_TOTAL,0,0.015,0.01,0.09
7-LAS000.06,PHOSPHORUS_TOTAL,0.06,0.1616,0.15,0.41
7-LAS001.03,PHOSPHORUS_TOTAL,0.06,0.17437037037037037,0.17,0.51
7-LAW000.04,PHOSPHORUS_TOTAL,0.055,0.08666666666666667,0.09,0.12
7-LAW001.24,PHOSPHORUS_TOTAL,0.04,0.09705128205128205,0.1,0.15
7-LTR000.04,PHOSPHORUS_TOTAL,0.05,0.14229166666666668,0.14,0.33
7-LTR000.95,PHOSPHORUS_TOTAL,0.04,0.1797169811320755,0.16,1.5
7-POQ005.72,PHOSPHORUS_TOTAL,0.01,0.027685185185185184,0.0275,0.06
7-POQ006.84,PHOSPHORUS_TOTAL,0.02,0.03319444444444444,0.03166666666666666,0.06
8-CLC003.48,PHOSPHORUS_TOTAL,0.01,0.026551724137931033,0.03,0.05
8-COL000.99,PHOSPHORUS_TOTAL,0,0.015333333333333334,0.02,0.04
8-ELK005.45,PHOSPHORUS_TOTAL,0,0.012962962962962963,0.01,0.02
8-FRC000.68,PHOSPHORUS_TOTAL,0,0.019523809523809523,0.02,0.08
8-NAR034.92,PHOSPHORUS_TOTAL,0,0.01376923076923077,0.01,0.03
8-NAR043.00,PHOSPHORUS_TOTAL,0,0.015551470588235295,0.01,0.19
8-NAR044.68,PHOSPHORUS_TOTAL,0,0.01036764705882353,0.01,0.02
8-NAR047.69,PHOSPHORUS_TOTAL,0,0.01580275229357798,0.02,0.04
8-NAR050.90,PHOSPHORUS_TOTAL,0.01,0.019897058823529414,0.02,0.03
8-NAR054.17,PHOSPHORUS_TOTAL,0.01,0.03763157894736842,0.03,0.115
8-NAR058.01,PHOSPHORUS_TOTAL,0.03,0.08259615384615385,0.08,0.14500000000000002
8-NAR058.53,PHOSPHORUS_TOTAL,0.03,0.09205882352941176,0.09,0.25
8-NIR012.99,PHOSPHORUS_TOTAL,0.01,0.026111111111111113,0.02,0.05
8-PLT001.34,PHOSPHORUS_TOTAL,0.02,0.029166666666666667,0.03,0.04
8-PMC002.13,PHOSPHORUS_TOTAL,0.01,0.022698412698412697,0.02,0.04
8-PMC003.18,PHOSPHORUS_TOTAL,0.02,0.04090277777777778,0.04,0.08499999999999999
8-PMC007.15,PHOSPHORUS_TOTAL,0.04,0.06061538461538462,0.06,0.12
8-PMC008.60,PHOSPHORUS_TOTAL,0.07,0.16696969696969696,0.18,0.24
8-QEN007.02,PHOSPHORUS_TOTAL,0.00666666666666666,0.016761904761904763,0.02,0.03
8-QEN007.22,PHOSPHORUS_TOTAL,0.01,0.018714285714285715,0.02,0.03
8-QEN007.65,PHOSPHORUS_TOTAL,0.01,0.017241379310344827,0.02,0.03
