Variable,STATION_ID,Month,Mean,Min,Max,Nobs
SECCHI_DEPTH,9-PKC004.16,7,1.4041666666666666,1,2.3,29
SECCHI_DEPTH,9-PKC004.16,8,1.4153846153846155,0.7,1.9,32
SECCHI_DEPTH,9-PKC004.16,9,1.5714285714285714,0.9,2.8,24
SECCHI_DEPTH,9-PKC004.16,10,1.957142857142857,0.5,3.9,28
CHLa,1BCRO009.19,5,4.1814285714285715,0.5,12.71,14
CHLa,1BCRO009.19,6,2.798,1.34,5.29,15
CHLa,1BCRO009.19,7,3.5435714285714286,0.78,13.67,16
CHLa,1BCRO009.19,8,3.541875,1.16,5.89,16
CHLa,1BCRO009.19,9,5.259285714285714,2.62,11.14,14
CHLa,1BCRO009.19,10,8.602307692307692,1.07,44.13,13
CHLa,1BCRO009.79,5,4.066428571428571,1.46,10.75,14
CHLa,1BCRO009.79,6,3.256,0.52,6.55,15
CHLa,1BCRO009.79,7,4.030714285714286,1.03,12.89,16
CHLa,1BCRO009.79,8,3.85125,1.35,8.22,16
CHLa,1BCRO009.79,9,4.899285714285714,2.83,8.74,14
CHLa,1BCRO009.79,10,8.833076923076923,1.58,41.62,13
CHLa,1BXCE000.63,5,6.821428571428571,2.3,17.4,14
CHLa,1BXCE000.63,6,4.497333333333334,1.82,10.3,15
CHLa,1BXCE000.63,7,4.941428571428571,1.34,17.6,16
CHLa,1BXCE000.63,8,5.296875,2.99,8.44,16
CHLa,1BXCE000.63,9,6.35,3.7,10.7,14
CHLa,1BXCE000.63,10,15.513846153846153,1.41,127.27,13
CHLa,2-BRI010.78,5,8.982,2.42,25.5,10
CHLa,2-BRI010.78,6,5.449,1.13,12.1,10
CHLa,2-BRI010.78,7,8.121666666666666,2.14,11.8,10
CHLa,2-BRI010.78,8,6.33875,4.47,10.6,9
CHLa,2-BRI010.78,9,6.2299999999999995,3.36,8.44,9
CHLa,2-BRI010.78,10,7.78625,3.22,16.09,8
CHLa,2-BRI013.12,5,9.108,1.85,29.6,10
CHLa,2-BRI013.12,6,8.177,0.86,18.8,10
CHLa,2-BRI013.12,7,11.595,3.61,28.6,10
CHLa,2-BRI013.12,8,8.22,3.63,12.7,9
CHLa,2-BRI013.12,9,9.321851851851852,3.5666666666666664,19.19,9
CHLa,2-BRI013.12,10,8.745,4.22,14.79,8
CHLa,2-JKS044.60,5,3.050909090909091,1.34,6.64,16
CHLa,2-JKS044.60,6,1.5308333333333333,0.53,3.97,14
CHLa,2-JKS044.60,7,1.4383333333333335,0.71,2.29,15
CHLa,2-JKS044.60,8,4.388333333333334,1.35,27.9,16
CHLa,2-JKS044.60,9,2.8125,1.05,4.75,12
CHLa,2-JKS044.60,10,2.5318181818181817,1.57,3.84,17
CHLa,2-JKS046.40,5,3.429090909090909,1.32,5.64,16
CHLa,2-JKS046.40,6,1.8575,0.62,3.95,14
CHLa,2-JKS046.40,7,4.25,0.82,35.3,15
CHLa,2-JKS046.40,8,2.5058333333333334,1.35,4.25,16
CHLa,2-JKS046.40,9,2.6041666666666665,0.52,4.17,12
CHLa,2-JKS046.40,10,3.0672727272727274,1.73,5.45,17
CHLa,2-JKS048.90,5,4.951818181818181,1.44,9.95,16
CHLa,2-JKS048.90,6,1.8954545454545455,0.94,3.2,13
CHLa,2-JKS048.90,7,1.6266666666666667,0.94,2.17,15
CHLa,2-JKS048.90,8,2.8725,1.3,5.27,16
CHLa,2-JKS048.90,9,3.1425,0.87,5.27,12
CHLa,2-JKS048.90,10,3.9654545454545453,2.12,6.51,17
CHLa,2-JKS053.48,5,6.290909090909091,0.91,20.36,15
CHLa,2-JKS053.48,6,4.145,0.77,7.39,13
CHLa,2-JKS053.48,7,8.757272727272728,4.9,15.2,14
CHLa,2-JKS053.48,8,9.716363636363637,5.57,19.88,15
CHLa,2-JKS053.48,9,7.57090909090909,0.5,15.6,11
CHLa,2-JKS053.48,10,7.216666666666667,0.5,16.6,14
CHLa,2-MBN000.96,5,11.751,5.02,17.62,10
CHLa,2-MBN000.96,6,12.744242424242424,6.66,20.7,11
CHLa,2-MBN000.96,7,12.435,7.33,18.42,10
CHLa,2-MBN000.96,8,13.1425,8.35,18.4,9
CHLa,2-MBN000.96,9,10.457777777777778,4.72,18.8,9
CHLa,2-MBN000.96,10,8.24125,4.4,24.2,8
CHLa,2-POL017.59,5,1.8009523809523809,0.77,3.45,14
CHLa,2-POL017.59,6,5.812619047619048,0.84,40.5,14
CHLa,2-POL017.59,7,6.153076923076923,1.78,20.1,13
CHLa,2-POL017.59,8,6.3127272727272725,1.83,18.7,11
CHLa,2-POL017.59,9,10.842142857142857,2.6,22.59,14
CHLa,2-POL017.59,10,14.960909090909091,4.97,31.9,12
CHLa,2-SDY004.27,5,12.765,3.33,25.54,10
CHLa,2-SDY004.27,6,12.145454545454546,7.83,20.3,11
CHLa,2-SDY004.27,7,12.443,7.67,17.6,10
CHLa,2-SDY004.27,8,13.175,7.64,20.7,9
CHLa,2-SDY004.27,9,10.907777777777778,4.33,17.4,9
CHLa,2-SDY004.27,10,9.02125,4.7,22,8
CHLa,2-SDY005.85,5,13.922,5.68,26.56,10
CHLa,2-SDY005.85,6,14.97090909090909,8.35,26.9,11
CHLa,2-SDY005.85,7,13.520999999999999,9.2,21.2,10
CHLa,2-SDY005.85,8,12.92,3.2,20.8,9
CHLa,2-SDY005.85,9,11.129999999999999,4.25,16.9,9
CHLa,2-SDY005.85,10,8.95,4.84,15.5,8
CHLa,4ABSA000.62,5,2.670909090909091,0.62,5.68,23
CHLa,4ABSA000.62,6,1.9041666666666668,0.52,3.92,31
CHLa,4ABSA000.62,7,1.9376,1.26,4.29,25
CHLa,4ABSA000.62,8,3.3312,1.21,15.24,31
CHLa,4ABSA000.62,9,3.447,1.01,8.19,20
CHLa,4ABSA000.62,10,2.85875,0.11,7.65,28
CHLa,4ABWR002.50,5,2.6986363636363637,0.64,6.32,25
CHLa,4ABWR002.50,6,1.6533333333333333,0.46,3.58,35
CHLa,4ABWR002.50,7,1.8719999999999999,0.68,5.13,27
CHLa,4ABWR002.50,8,2.9483333333333333,1.28,5.96,33
CHLa,4ABWR002.50,9,3.334,1.12,9.81,22
CHLa,4ABWR002.50,10,2.721052631578947,0.04,6.87,31
CHLa,4ABWR010.55,5,4.2,1.12,10.8,25
CHLa,4ABWR010.55,6,4.7928,0.71,32.6,34
CHLa,4ABWR010.55,7,4.8192,1.46,12.5,27
CHLa,4ABWR010.55,8,5.1124,0,13.2,35
CHLa,4ABWR010.55,9,4.9995,1.44,9.74,22
CHLa,4ABWR010.55,10,4.342631578947368,1.37,9.65,30
CHLa,4ABWR017.42,5,10.485,2.72,24.2,25
CHLa,4ABWR017.42,6,11.853478260869565,2.05,20.8,31
CHLa,4ABWR017.42,7,16.756,5.39,34.1,27
CHLa,4ABWR017.42,8,15.269166666666667,5.89,24.8,31
CHLa,4ABWR017.42,9,14.5645,10.3,20.5,22
CHLa,4ABWR017.42,10,10.3625,3.52,28.6,28
CHLa,4ACCK001.80,5,2.5269565217391303,0.52,5.14,25
CHLa,4ACCK001.80,6,1.3452,0.41,3.67,30
CHLa,4ACCK001.80,7,1.2356,0.62,3.05,25
CHLa,4ACCK001.80,8,1.7730434782608695,0.73,4.32,27
CHLa,4ACCK001.80,9,2.3954166666666667,0.98,5.07,26
CHLa,4ACCK001.80,10,1.4633333333333334,0.5,2.63,24
CHLa,4ACOA000.60,5,2.603181818181818,0.96,5.7,24
CHLa,4ACOA000.60,6,1.4708333333333334,0.55,3.24,31
CHLa,4ACOA000.60,7,2.108,1.16,7.81,25
CHLa,4ACOA000.60,8,2.77875,1.05,5.27,29
CHLa,4ACOA000.60,9,3.5875,1.07,16.77,20
CHLa,4ACOA000.60,10,2.868157894736842,0.09,7.49,27
CHLa,4AGIL002.39,5,4.72,1.78,9.36,25
CHLa,4AGIL002.39,6,4.3188,1.1,23.57,33
CHLa,4AGIL002.39,7,5.23,1.69,11.43,27
CHLa,4AGIL002.39,8,5.3396,2.87,9.24,33
CHLa,4AGIL002.39,9,4.637,0.93,11.7,22
CHLa,4AGIL002.39,10,4.310789473684211,1.53,11.13,29
CHLa,4AROA000.00,5,4.4075,1.94,7.69,12
CHLa,4AROA000.00,6,3.7925641025641026,0.5,6.68,13
CHLa,4AROA000.00,7,6.016904761904762,3.19,10.15,14
CHLa,4AROA000.00,8,6.085897435897436,2.63,10.05,13
CHLa,4AROA000.00,9,7.035,3.84,14.7,12
CHLa,4AROA000.00,10,6.338181818181818,1.98,27.1,11
CHLa,4AROA004.54,5,2.1355555555555554,1.05,4.13,12
CHLa,4AROA004.54,6,3.6846153846153844,0.43,9.11,13
CHLa,4AROA004.54,7,5.677142857142857,3.08,11.2,14
CHLa,4AROA004.54,8,4.908461538461538,1.78,8.13,13
CHLa,4AROA004.54,9,5.460833333333333,1.55,13,12
CHLa,4AROA004.54,10,2.8075757575757576,1.05,6.53,11
CHLa,4AROA008.66,5,1.6333333333333333,0.69,4.36,12
CHLa,4AROA008.66,6,2.0308333333333333,0.36,5.77,13
CHLa,4AROA008.66,7,3.9564285714285714,1.01,10.37,14
CHLa,4AROA008.66,8,2.5115384615384615,0.94,5,13
CHLa,4AROA008.66,9,2.3516666666666666,0.84,3.79,12
CHLa,4AROA008.66,10,2.4345454545454546,0.87,5.43,11
CHLa,4AROA018.36,5,4.555833333333333,2.4,8.94,15
CHLa,4AROA018.36,6,3.891111111111111,0.5,5.84,16
CHLa,4AROA018.36,7,4.133095238095238,2.35,8.33,18
CHLa,4AROA018.36,8,3.826923076923077,1.89,5.57,18
CHLa,4AROA018.36,9,3.3561111111111113,1.1733333333333333,6.76,13
CHLa,4AROA018.36,10,4.018,1.05,9.52,11
CHLa,4AROA022.52,5,4.844166666666666,1.19,7.92,12
CHLa,4AROA022.52,6,3.9025,1.19,6.64,12
CHLa,4AROA022.52,7,4.914285714285715,3.29,9.24,14
CHLa,4AROA022.52,8,4.226153846153847,2.62,7.61,13
CHLa,4AROA022.52,9,3.9091666666666667,2.17,7.26,12
CHLa,4AROA022.52,10,3.676,1.55,9.15,10
CHLa,4AROA028.04,5,6.154166666666667,2.42,9.72,12
CHLa,4AROA028.04,6,5.675833333333333,0.5,19.11,12
CHLa,4AROA028.04,7,6.3914285714285715,2.92,9.52,14
CHLa,4AROA028.04,8,4.922307692307692,2.95,7.72,13
CHLa,4AROA028.04,9,4.751666666666667,2.92,7.88,12
CHLa,4AROA028.04,10,5.542,1.8,10.1,10
CHLa,4AROA032.42,5,7.913333333333333,3.52,16.4,12
CHLa,4AROA032.42,6,8.394166666666667,0.5,25.77,12
CHLa,4AROA032.42,7,9.930714285714286,4,16.7,14
CHLa,4AROA032.42,8,7.257948717948718,1.96,17.51,13
CHLa,4AROA032.42,9,7.2925,1.98,15.89,12
CHLa,4AROA032.42,10,8.099,3.13,12,10
CHLa,4AROA038.49,5,9.98,1.32,20.2,20
CHLa,4AROA038.49,6,13.111428571428572,0.5,29.56,20
CHLa,4AROA038.49,7,15.282666666666668,8.13,23.28,24
CHLa,4AROA038.49,8,13.186666666666667,4.79,25.22,22
CHLa,4AROA038.49,9,16.12102564102564,10,23.6,18
CHLa,4AROA038.49,10,12.287272727272727,1.48,29.05,14
CHLa,4AROA043.14,5,12.312727272727273,2.19,21.08,13
CHLa,4AROA043.14,6,12.871666666666666,1.69,19.1,13
CHLa,4AROA043.14,7,17.445,8.62,45.75,15
CHLa,4AROA043.14,8,17.1375,8.37,42.76,14
CHLa,4AROA043.14,9,14.1875,6.37,25.3,13
CHLa,4AROA043.14,10,10.956666666666667,1.92,25.7,10
CHLa,4AROA140.66,5,4.733333333333333,1.34,11.67,21
CHLa,4AROA140.66,6,3.643529411764706,0.66,15.89,20
CHLa,4AROA140.66,7,3.4025,1.28,6.64,21
CHLa,4AROA140.66,8,4.55,1.58,7.67,20
CHLa,4AROA140.66,9,5.235,0.93,15.2,18
CHLa,4AROA140.66,10,4.197857142857143,0.73,10.4,18
CHLa,4AROA145.34,5,3.396904761904762,1.55,7.81,20
CHLa,4AROA145.34,6,4.45625,0.5,12.6,19
CHLa,4AROA145.34,7,5.2368749999999995,2.51,9.52,21
CHLa,4AROA145.34,8,6.266666666666667,2.12,13.7,19
CHLa,4AROA145.34,9,6.609333333333334,2.69,13.4,19
CHLa,4AROA145.34,10,5.271428571428571,0.87,10.4,18
CHLa,4AROA158.22,5,3.02,0.82,10.5,26
CHLa,4AROA158.22,6,1.5757692307692308,0.32,4.16,35
CHLa,4AROA158.22,7,1.6488,1.07,2.58,25
CHLa,4AROA158.22,8,2.516,0.84,4.88,33
CHLa,4AROA158.22,9,2.8033333333333332,0.85,5.41,25
CHLa,4AROA158.22,10,1.6121052631578947,0.5,4.21,28
CHLa,4AROA163.76,5,3.301304347826087,1.12,8.81,26
CHLa,4AROA163.76,6,1.9188461538461539,0.5,11.2,36
CHLa,4AROA163.76,7,1.7608,0.5,3.28,25
CHLa,4AROA163.76,8,3.1192307692307693,0.75,9.9,35
CHLa,4AROA163.76,9,3.472272727272727,0.96,9.22,25
CHLa,4AROA163.76,10,2.241578947368421,0.5,6.48,29
CHLa,4AROA167.34,5,3.346363636363636,0.87,8.03,25
CHLa,4AROA167.34,6,1.6557692307692309,0.5,3.95,33
CHLa,4AROA167.34,7,2.19,0.93,3.67,25
CHLa,4AROA167.34,8,3.6268,0,12.41,31
CHLa,4AROA167.34,9,4.477826086956521,1.23,13.37,26
CHLa,4AROA167.34,10,3.159473684210526,0.5,11.2,26
CHLa,4AROA175.63,5,6.1761904761904765,0.75,36.9,28
CHLa,4AROA175.63,6,5.1428,1.09,9.4,43
CHLa,4AROA175.63,7,6.595769230769231,2.99,14.88,31
CHLa,4AROA175.63,8,11.796,3.76,23.48,44
CHLa,4AROA175.63,9,10.27695652173913,0.44,25.06,27
CHLa,4AROA175.63,10,5.401428571428571,0.75,16.3,36
CHLa,4AROA180.21,5,7.921904761904762,2.05,35.7,24
CHLa,4AROA180.21,6,7.1544,2.6,12.8,34
CHLa,4AROA180.21,7,9.973333333333333,5.62,15.6,25
CHLa,4AROA180.21,8,15.9316,3.84,29.4,34
CHLa,4AROA180.21,9,13.498260869565218,3.03,29.3,23
CHLa,4AROA180.21,10,6.363333333333333,1.32,21.4,29
CHLa,4AROA183.64,5,10.779047619047619,2.55,69.7,25
CHLa,4AROA183.64,6,8.449615384615385,0.75,15.2,38
CHLa,4AROA183.64,7,11.3928,0.5,20.8,25
CHLa,4AROA183.64,8,18.748846153846152,0,35.4,37
CHLa,4AROA183.64,9,15.857391304347827,0.23,36.6,23
CHLa,4AROA183.64,10,7.858636363636363,0.87,28,32
CHLa,4AROA192.94,5,1.4052380952380952,0.32,7.58,25
CHLa,4AROA192.94,6,7.7844444444444445,0.36,31.61,35
CHLa,4AROA192.94,7,11.32,0.59,27.7,26
CHLa,4AROA192.94,8,13.148,0,40.8,35
CHLa,4AROA192.94,9,11.371304347826086,0.82,44.11,23
CHLa,4AROA192.94,10,7.430454545454546,0.36,62.3,30
CHLa,4AROA196.05,5,0.66,0.25,1.58,24
CHLa,4AROA196.05,6,1.0830434782608696,0.37,5.62,37
CHLa,4AROA196.05,7,1.3881818181818182,0.37,5.68,25
CHLa,4AROA196.05,8,2.104090909090909,0.32,12.9,39
CHLa,4AROA196.05,9,1.4810526315789474,0.44,10,24
CHLa,4AROA196.05,10,0.8555,0.28,2.05,33
CHLa,4ASRE046.90,5,2.0930769230769233,0.55,4.92,18
CHLa,4ASRE046.90,6,1.5657142857142856,0.71,2.28,22
CHLa,4ASRE046.90,7,1.226,0.02,2.47,21
CHLa,4ASRE046.90,8,1.6684615384615384,0.66,3.33,23
CHLa,4ASRE046.90,9,2.2046153846153844,1.28,3.72,19
CHLa,4ASRE046.90,10,2.6759999999999997,1.64,5.27,17
CHLa,4ASRE048.98,5,2.1569230769230767,-0.16,6.54,17
CHLa,4ASRE048.98,6,1.4121428571428571,0.71,2.78,16
CHLa,4ASRE048.98,7,1.1146666666666667,0.66,1.78,16
CHLa,4ASRE048.98,8,1.366923076923077,0.55,2.9,15
CHLa,4ASRE048.98,9,2.249230769230769,1.25,4.83,14
CHLa,4ASRE048.98,10,2.811,1.73,6.39,14
CHLa,4ASRE052.31,5,1.6655555555555555,0.69,2.81,13
CHLa,4ASRE052.31,6,1.528,0.75,2.12,12
CHLa,4ASRE052.31,7,1.233,0.57,2.21,11
CHLa,4ASRE052.31,8,1.4989999999999999,0.5,2.51,12
CHLa,4ASRE052.31,9,2.4655555555555555,1.37,3.28,10
CHLa,4ASRE052.31,10,2.715,0.98,6.53,12
CHLa,4ASRE056.06,5,2.484166666666667,0.39,6.96,21
CHLa,4ASRE056.06,6,2.565714285714286,1.23,5.37,17
CHLa,4ASRE056.06,7,2.4414285714285713,0.96,4.56,18
CHLa,4ASRE056.06,8,2.920769230769231,1.57,4.32,17
CHLa,4ASRE056.06,9,3.0083333333333333,1.64,5.76,15
CHLa,4ASRE056.06,10,2.274,0.84,4.04,15
CHLa,4AWTH000.40,5,3.219130434782609,1.07,18.6,25
CHLa,4AWTH000.40,6,1.5115384615384615,0.5,3.93,31
CHLa,4AWTH000.40,7,1.5168,0.73,2.67,25
CHLa,4AWTH000.40,8,2.4504,0.91,6.71,29
CHLa,4AWTH000.40,9,2.6708333333333334,0.91,5,25
CHLa,4AWTH000.40,10,1.8389684210526316,0.5,4.82,24
CHLa,8-COL000.99,6,5.845,1.83,10.2,10
CHLa,8-COL000.99,8,6.7299999999999995,3.26,12.8,10
CHLa,8-COL000.99,10,5.285,1.25,12.6,10
CHLa,8-NAR034.92,5,2.238,0.5,3.97,11
CHLa,8-NAR034.92,6,3.190909090909091,1.42,5.98,12
CHLa,8-NAR034.92,7,4.6872727272727275,1.87,8.04,11
CHLa,8-NAR034.92,8,7.117541666666667,2.17,18.1,13
CHLa,8-NAR034.92,9,7.847777777777778,2.15,19.6,9
CHLa,8-NAR034.92,10,5.428461538461538,1.51,19.58,13
CHLa,8-NAR043.00,5,2.5877777777777777,0.5,5.64,9
CHLa,8-NAR043.00,6,3.0056249999999998,1.5,6.84,13
CHLa,8-NAR043.00,7,5.115,2.67,7.94,10
CHLa,8-NAR043.00,8,6.603166666666667,1.28,14.318,13
CHLa,8-NAR043.00,9,7.221111111111111,2.97,15.7,9
CHLa,8-NAR043.00,10,5.464285714285714,1.21,26.72,14
CHLa,8-NAR047.69,5,6.175333333333334,1.35,18.5,16
CHLa,8-NAR047.69,6,4.4702631578947365,2.03,7.87,19
CHLa,8-NAR047.69,7,7.951388888888889,5.13,10,18
CHLa,8-NAR047.69,8,10.243301587301588,0.87,26.2,23
CHLa,8-NAR047.69,9,14.714375,6.69,29.5,16
CHLa,8-NAR047.69,10,9.27892857142857,2.72,22.29,21
CHLa,8-NAR054.17,5,20.878636363636364,8.26,56.25,11
CHLa,8-NAR054.17,6,15.869736842105263,7.35,28.4,19
CHLa,8-NAR054.17,7,23.538823529411765,13.4,36.1,17
CHLa,8-NAR054.17,8,24.47684210526316,9.99,38.900000000000006,20
CHLa,8-NAR054.17,9,24.429285714285715,12.2,48.7,14
CHLa,8-NAR054.17,10,17.97111111111111,10.9,25.625,18
CHLa,8-NAR058.01,5,23.5,19.9,30.1,3
CHLa,8-NAR058.01,6,29.247916666666665,18.7,45.8,12
CHLa,8-NAR058.01,7,60.42,41,103,5
CHLa,8-NAR058.01,8,69.66,34.8,113.5,15
CHLa,8-NAR058.01,9,56.62,43.4,88.1,5
CHLa,8-NAR058.01,10,32.630833333333335,2.97,84,12
CHLa,8-PLT001.34,6,6.7283333333333335,2.38,10.2,12
CHLa,8-PLT001.34,8,12.3825,3.8,21.8,12
CHLa,8-PLT001.34,10,11.2125,5.34,16,12
CHLa,8-PMC002.13,5,8.27,4.11,11.3,7
CHLa,8-PMC002.13,6,7.804545454545455,2.79,13.8,13
CHLa,8-PMC002.13,7,10.942727272727273,7.23,17.2,14
CHLa,8-PMC002.13,8,15.6663,6.093,21.25,12
CHLa,8-PMC002.13,9,18.56909090909091,12.6,22.2,11
CHLa,8-PMC002.13,10,12.664615384615384,7.69,23.9,14
CHLa,8-PMC007.15,5,21.40714285714286,12.4,34.6,7
CHLa,8-PMC007.15,6,32.565333333333335,17.6,47,15
CHLa,8-PMC007.15,7,45.02,33.4,67,16
CHLa,8-PMC007.15,8,48.836,30.44,81.9,16
CHLa,8-PMC007.15,9,41.26,22.7,72.4,10
CHLa,8-PMC007.15,10,33.18909090909091,1.01,54.9,11
CHLa,8-PMC008.60,6,33.6,11.8,63.8,11
CHLa,8-PMC008.60,8,55.70909090909091,26.6,88,11
CHLa,8-PMC008.60,10,24.977272727272727,3.38,38.3,11
CHLa,9-NEW087.14,5,6.283478260869566,0.69,21.1,31
CHLa,9-NEW087.14,6,7.8184,0.59,21.4,36
CHLa,9-NEW087.14,7,9.649615384615384,4.15,21.56,33
CHLa,9-NEW087.14,8,8.667654320987655,0.87,28.1,38
CHLa,9-NEW087.14,9,5.170909090909091,0.94,13.1,28
CHLa,9-NEW087.14,10,3.203478260869565,0.87,5.73,33
CHLa,9-NEW089.34,5,5.318695652173913,1.44,14.95,31
CHLa,9-NEW089.34,6,7.6508,1.78,17,34
CHLa,9-NEW089.34,7,10.053846153846154,3.36,24.67,33
CHLa,9-NEW089.34,8,8.153703703703703,1.64,23.6,38
CHLa,9-NEW089.34,9,5.372272727272727,1.37,13.8,28
CHLa,9-NEW089.34,10,3.5904347826086958,0.82,8.42,32
CHLa,9-NEW092.66,5,5.215909090909091,1.44,16.79,30
CHLa,9-NEW092.66,6,7.1388,2.8,14.5,34
CHLa,9-NEW092.66,7,9.673076923076923,1.98,20.4,33
CHLa,9-NEW092.66,8,9.224814814814815,2.47,24.4,38
CHLa,9-NEW092.66,9,5.736818181818181,2.23,12.5,29
CHLa,9-NEW092.66,10,3.422173913043478,1.14,9.13,32
CHLa,9-NEW098.32,5,3.5943939393939397,0.55,12.71,62
CHLa,9-NEW098.32,6,6.302608695652174,0.91,13.63,60
CHLa,9-NEW098.32,7,8.746923076923077,2.71,20.5,65
CHLa,9-NEW098.32,8,9.167083333333334,3.2,30.9,59
CHLa,9-NEW098.32,9,9.180144927536231,4.153333333333333,30.1,58
CHLa,9-NEW098.32,10,7.009090909090909,0.94,17.78,59
CHLa,9-PKC000.00,5,6.110454545454545,2.26,17.87,27
CHLa,9-PKC000.00,6,8.1,3.31,20.01,31
CHLa,9-PKC000.00,7,9.23076923076923,2.14,19.35,29
CHLa,9-PKC000.00,8,8.0436,1.83,16.32,32
CHLa,9-PKC000.00,9,6.04,1.9,16.4,24
CHLa,9-PKC000.00,10,3.727826086956522,0.98,9.59,28
CHLa,9-PKC004.16,5,6.983333333333333,1.55,27.36,27
CHLa,9-PKC004.16,6,5.62875,1.19,18.14,29
CHLa,9-PKC004.16,7,11.585,1.83,37.77,29
CHLa,9-PKC004.16,8,11.4268,3.81,24.92,32
CHLa,9-PKC004.16,9,7.957727272727273,1.5,21.45,24
CHLa,9-PKC004.16,10,7.194347826086957,1.73,27.7,28
NITROGEN_TOTAL,1BCRO009.19,5,0.5027272727272727,0.38,0.73,14
NITROGEN_TOTAL,1BCRO009.19,6,0.44333333333333336,0.36,0.57,15
NITROGEN_TOTAL,1BCRO009.19,7,0.47923076923076924,0.33,0.68,16
NITROGEN_TOTAL,1BCRO009.19,8,0.41923076923076924,0.32,0.53,16
NITROGEN_TOTAL,1BCRO009.19,9,0.4875,0.39,0.66,14
NITROGEN_TOTAL,1BCRO009.19,10,0.5008333333333334,0.37,1.09,13
NITROGEN_TOTAL,1BCRO009.79,5,0.4818181818181818,0.39,0.68,14
NITROGEN_TOTAL,1BCRO009.79,6,0.44333333333333336,0.38,0.55,15
NITROGEN_TOTAL,1BCRO009.79,7,0.4646153846153846,0.36,0.6,16
NITROGEN_TOTAL,1BCRO009.79,8,0.4346153846153846,0.35,0.55,16
NITROGEN_TOTAL,1BCRO009.79,9,0.4583333333333333,0.37,0.56,14
NITROGEN_TOTAL,1BCRO009.79,10,0.505,0.38,1.01,13
NITROGEN_TOTAL,1BXCE000.63,5,0.5136363636363637,0.38,0.79,14
NITROGEN_TOTAL,1BXCE000.63,6,0.47333333333333333,0.39,0.65,15
NITROGEN_TOTAL,1BXCE000.63,7,0.4876923076923077,0.35,0.58,16
NITROGEN_TOTAL,1BXCE000.63,8,0.44461538461538463,0.36,0.55,16
NITROGEN_TOTAL,1BXCE000.63,9,0.47833333333333333,0.36,0.61,14
NITROGEN_TOTAL,1BXCE000.63,10,0.5766666666666667,0.38,1.77,13
NITROGEN_TOTAL,2-BRI010.78,5,0.4711111111111111,0.4,0.6,10
NITROGEN_TOTAL,2-BRI010.78,6,0.5088888888888888,0.39,0.7,10
NITROGEN_TOTAL,2-BRI010.78,7,0.533,0.34,0.75,10
NITROGEN_TOTAL,2-BRI010.78,8,0.4766666666666667,0.39,0.53,9
NITROGEN_TOTAL,2-BRI010.78,9,0.47555555555555556,0.36,0.86,9
NITROGEN_TOTAL,2-BRI010.78,10,0.5,0.43,0.72,8
NITROGEN_TOTAL,2-BRI013.12,5,0.4888888888888889,0.41,0.56,10
NITROGEN_TOTAL,2-BRI013.12,6,0.5233333333333333,0.46,0.67,10
NITROGEN_TOTAL,2-BRI013.12,7,0.621,0.4,0.89,10
NITROGEN_TOTAL,2-BRI013.12,8,0.5188888888888888,0.43,0.6,9
NITROGEN_TOTAL,2-BRI013.12,9,0.4740740740740741,0.2966666666666667,0.61,9
NITROGEN_TOTAL,2-BRI013.12,10,0.54125,0.45,0.68,8
NITROGEN_TOTAL,2-MBN000.96,5,0.5890000000000001,0.46,0.8,10
NITROGEN_TOTAL,2-MBN000.96,6,0.5933333333333334,0.3566666666666667,0.85,11
NITROGEN_TOTAL,2-MBN000.96,7,0.611,0.48,0.67,10
NITROGEN_TOTAL,2-MBN000.96,8,0.6255555555555555,0.47,0.81,9
NITROGEN_TOTAL,2-MBN000.96,9,0.5566666666666666,0.45,0.72,9
NITROGEN_TOTAL,2-MBN000.96,10,0.7275,0.52,1.01,8
NITROGEN_TOTAL,2-POL017.59,5,0.17393939393939395,0.1,0.36,14
NITROGEN_TOTAL,2-POL017.59,6,0.22363636363636363,0.12,0.34,14
NITROGEN_TOTAL,2-POL017.59,7,0.45181818181818184,0.18,0.79,13
NITROGEN_TOTAL,2-POL017.59,8,0.45875,0.28,0.67,11
NITROGEN_TOTAL,2-POL017.59,9,0.421,0.27,0.61,14
NITROGEN_TOTAL,2-POL017.59,10,0.367,0.25,0.61,12
NITROGEN_TOTAL,2-SDY004.27,5,0.5786666666666667,0.3566666666666667,0.81,10
NITROGEN_TOTAL,2-SDY004.27,6,0.6133333333333334,0.3866666666666667,0.8,11
NITROGEN_TOTAL,2-SDY004.27,7,0.573,0.5,0.68,10
NITROGEN_TOTAL,2-SDY004.27,8,0.5666666666666667,0.42,0.69,9
NITROGEN_TOTAL,2-SDY004.27,9,0.5566666666666666,0.44,0.67,9
NITROGEN_TOTAL,2-SDY004.27,10,0.71,0.5,0.91,8
NITROGEN_TOTAL,2-SDY005.85,5,0.587,0.49,0.78,10
NITROGEN_TOTAL,2-SDY005.85,6,0.6254545454545455,0.51,0.72,11
NITROGEN_TOTAL,2-SDY005.85,7,0.5877777777777777,0.49,0.68,10
NITROGEN_TOTAL,2-SDY005.85,8,0.5922222222222222,0.49,0.72,9
NITROGEN_TOTAL,2-SDY005.85,9,0.5766666666666667,0.45,0.73,9
NITROGEN_TOTAL,2-SDY005.85,10,0.68625,0.45,0.91,8
NITROGEN_TOTAL,4ABSA000.62,5,0.49236842105263157,0.3,0.7050000000000001,23
NITROGEN_TOTAL,4ABSA000.62,6,0.433421052631579,0.24,0.58,31
