Lake,Year,variable,LakeAvg
SML,2016,PHOSPHORUS_TOTAL,0.02803125
SML,2016,SECCHI_DEPTH,2.1972916666666666
SML,2017,CHLa,4.470958333333334
SML,2017,NITROGEN_TOTAL,0.5618333333333333
SML,2017,PHOSPHORUS_TOTAL,0.018270833333333333
SML,2017,SECCHI_DEPTH,1.9388541666666668
SML,2018,CHLa,4.823958333333334
SML,2018,NITROGEN_TOTAL,0.5944791666666667
SML,2018,PHOSPHORUS_TOTAL,0.024375
SML,2018,SECCHI_DEPTH,1.8699999999999999
SML,2019,CHLa,5.532416666666666
SML,2019,NITROGEN_TOTAL,0.6088333333333333
SML,2019,PHOSPHORUS_TOTAL,0.019541666666666666
SML,2019,SECCHI_DEPTH,1.7747916666666668
SML,2020,CHLa,6.1467875
SML,2020,NITROGEN_TOTAL,0.514375
SML,2020,PHOSPHORUS_TOTAL,0.01725
SML,2020,SECCHI_DEPTH,1.7082291666666667
SML,2021,CHLa,6.157288888888889
SML,2021,DIN,0.12838888888888889
SML,2021,NITROGEN_TOTAL,0.5066555555555555
SML,2021,PHOSPHORUS_TOTAL,0.012911111111111111
